Team,Metric,Count,Median,Mean,Std_Dev
Arsenal,Age,22,25.5,25.272727272727273,3.8195215130621523
Arsenal,Matches_Played,22,25.5,25.318181818181817,8.202127271317593
Arsenal,Starts,22,18.5,19.0,10.770329614269007
Arsenal,Minutes,22,1657.5,1698.909090909091,941.3754834633207
Arsenal,Goals,22,2.5,3.0454545454545454,2.902827402104184
Arsenal,Assists,22,2.0,2.5,2.939873661036668
Arsenal,Yellow_Cards,22,3.5,3.1818181818181817,1.9182423412211709
Arsenal,Red_Cards,22,0.0,0.2727272727272727,0.5504818825631804
Arsenal,xG,22,1.8499999999999999,2.8181818181818183,2.856177326033683
Arsenal,xAG,22,1.05,2.1181818181818177,2.360919184118633
Arsenal,Progressive_Carries,22,25.0,38.72727272727273,35.58515182352087
Arsenal,Progressive_Passes,22,60.0,82.95454545454545,65.22085356892948
Arsenal,Progressive_Passes_Received,22,52.5,81.86363636363636,83.645109414743
Arsenal,Goals_Per90,22,0.125,0.1745454545454546,0.15894674977510317
Arsenal,Assists_Per90,22,0.11,0.13136363636363638,0.13826459983343375
Arsenal,xG_Per90,22,0.11,0.15818181818181817,0.14361444295441955
Arsenal,xAG_Per90,22,0.095,0.12181818181818181,0.12331285661300936
Arsenal,GA90,1,0.89,0.89,0.0
Arsenal,Save_Pct,1,74.2,74.2,0.0
Arsenal,CS_Pct,1,34.2,34.2,0.0
Arsenal,PK_Save_Pct,1,0.0,0.0,0.0
Arsenal,SoT_Pct,21,33.3,30.042857142857148,15.09925731380757
Arsenal,SoT_Per90,22,0.31999999999999995,0.4295454545454546,0.3973660573700068
Arsenal,Goals_Per_Shot,21,0.15,0.1514285714285714,0.13112153577066257
Arsenal,Avg_Shot_Distance,21,15.1,14.857142857142858,4.909436976738924
Arsenal,Passes_Completed,22,566.0,775.5909090909091,576.0055108111801
Arsenal,Pass_Completion_Pct,22,83.6,82.64090909090909,6.269021271747905
Arsenal,Progressive_Passing_Distance,22,2397.0,3956.590909090909,4202.389282517528
Arsenal,Short_Pass_Pct,22,91.6,91.02272727272727,4.577578047310692
Arsenal,Medium_Pass_Pct,22,86.75,85.33181818181818,7.822214177075096
Arsenal,Long_Pass_Pct,22,53.599999999999994,55.527272727272724,9.977125352677009
Arsenal,Key_Passes,22,11.5,19.454545454545453,19.451349011186302
Arsenal,Passes_Into_Final_Third,22,44.5,63.5,55.20675424516202
Arsenal,Passes_Into_Penalty_Area,22,10.5,19.863636363636363,19.73224447095342
Arsenal,Crosses_Into_Penalty_Area,22,2.0,3.409090909090909,4.090163472214433
Arsenal,SCA,22,29.0,44.0,37.10730899637403
Arsenal,SCA90,22,2.23,2.478636363636363,1.4030690695232413
Arsenal,GCA,22,3.0,5.409090909090909,6.099641604686927
Arsenal,GCA90,22,0.25,0.28590909090909095,0.28491701533552827
Arsenal,Tackles,22,22.0,27.136363636363637,21.88127151904211
Arsenal,Tackles_Won,22,14.0,15.818181818181818,13.386689777665843
Arsenal,Challenges,22,22.0,23.363636363636363,16.00757396492124
Arsenal,Challenges_Lost,22,11.0,11.545454545454545,8.204106246713245
Arsenal,Blocks,22,12.5,14.909090909090908,11.372100743691789
Arsenal,Blocked_Shots,22,1.5,4.818181818181818,7.014518030731919
Arsenal,Blocked_Passes,22,8.0,10.090909090909092,8.152762259966401
Arsenal,Interceptions,22,6.5,10.227272727272727,8.922586738864135
Arsenal,Touches,22,875.5,1093.0,692.6976252305186
Arsenal,Touches_Def_Pen,22,29.0,83.77272727272727,185.78762371466277
Arsenal,Touches_Def_3rd,22,137.5,275.40909090909093,356.28769262131397
Arsenal,Touches_Mid_3rd,22,317.0,470.90909090909093,404.455649354008
Arsenal,Touches_Att_3rd,22,251.5,354.77272727272725,255.80180791985217
Arsenal,Touches_Att_Pen,22,39.0,58.18181818181818,54.69886075564433
Arsenal,Take_Ons_Attempted,22,25.5,33.0,31.193711209915676
Arsenal,Take_Ons_Success_Pct,22,45.45,48.713636363636375,21.177218115219173
Arsenal,Take_Ons_Tackled_Pct,22,40.55,38.809090909090905,17.511327193750336
Arsenal,Carries,22,509.0,646.9090909090909,424.92396060280277
Arsenal,Progressive_Carries_Distance,22,1496.0,1828.9545454545455,1203.7688228176867
Arsenal,Carries_Into_Final_Third,22,19.5,24.545454545454547,20.346351662497774
Arsenal,Carries_Into_Penalty_Area,22,5.5,13.0,16.905902040693476
Arsenal,Miscontrols,22,16.0,21.954545454545453,17.20873884515343
Arsenal,Dispossessed,22,13.5,17.363636363636363,15.161183062725412
Arsenal,Passes_Received,22,615.5,767.7727272727273,506.2705781184586
Arsenal,Fouls_Committed,22,15.0,18.181818181818183,12.08555361001746
Arsenal,Fouls_Drawn,22,17.0,18.363636363636363,13.506772391393156
Arsenal,Offsides,22,2.0,3.6363636363636362,3.7485928095684193
Arsenal,Crosses,22,13.0,34.81818181818182,45.028706572412396
Arsenal,Ball_Recoveries,22,54.0,65.27272727272727,43.70810300617345
Arsenal,Aerials_Won,22,12.5,21.40909090909091,20.129720010611866
Arsenal,Aerials_Lost,22,16.0,21.136363636363637,18.734474091378157
Arsenal,Aerials_Won_Pct,22,51.349999999999994,47.83636363636364,18.56285449761343
Aston Villa,Age,28,26.0,25.821428571428573,4.02817458362848
Aston Villa,Matches_Played,28,22.0,21.0,11.238162496435807
Aston Villa,Starts,28,11.0,14.928571428571429,12.563700125622262
Aston Villa,Minutes,28,1129.5,1339.392857142857,1020.8061207905183
Aston Villa,Goals,28,1.0,2.0,3.4210676262979227
Aston Villa,Assists,28,0.0,1.6071428571428572,2.698961195421589
Aston Villa,Yellow_Cards,28,2.0,2.7142857142857144,2.4014986502589935
Aston Villa,Red_Cards,28,0.0,0.14285714285714285,0.35634832254989923
Aston Villa,xG,28,0.8500000000000001,2.057142857142857,3.082859251412747
Aston Villa,xAG,28,0.55,1.5,2.0807762084447305
Aston Villa,Progressive_Carries,28,22.0,25.714285714285715,24.893636168569703
Aston Villa,Progressive_Passes,28,35.5,48.0,50.32413455310005
Aston Villa,Progressive_Passes_Received,28,22.5,47.535714285714285,55.69060173577874
Aston Villa,Goals_Per90,28,0.045,0.16285714285714284,0.26922188484672505
Aston Villa,Assists_Per90,28,0.0,0.08214285714285714,0.11425627927819702
Aston Villa,xG_Per90,28,0.08,0.18535714285714283,0.2321953542594738
Aston Villa,xAG_Per90,28,0.05,0.09107142857142857,0.10045597103409093
Aston Villa,GA90,2,1.83,1.83,0.7919595949289333
Aston Villa,Save_Pct,2,66.65,66.65,3.3234018715767752
Aston Villa,CS_Pct,2,60.8,60.8,55.43717164502532
Aston Villa,PK_Save_Pct,2,25.0,25.0,35.35533905932738
Aston Villa,SoT_Pct,25,27.8,29.791999999999998,21.835233759530336
Aston Villa,SoT_Per90,28,0.195,0.45035714285714284,0.6523262200421637
Aston Villa,Goals_Per_Shot,25,0.05,0.0772,0.07897890013583798
Aston Villa,Avg_Shot_Distance,25,17.0,16.86,4.455053310567676
Aston Villa,Passes_Completed,28,417.0,525.0357142857143,454.82585044476554
Aston Villa,Pass_Completion_Pct,28,81.80000000000001,80.57142857142857,7.727673079066636
Aston Villa,Progressive_Passing_Distance,28,1584.0,3149.3571428571427,3872.446898129912
Aston Villa,Short_Pass_Pct,28,91.35,89.85000000000001,5.604528592195846
Aston Villa,Medium_Pass_Pct,28,85.75,86.04285714285717,7.886670826120279
Aston Villa,Long_Pass_Pct,28,53.349999999999994,53.48214285714287,14.558109705626558
Aston Villa,Key_Passes,28,7.5,12.785714285714286,15.454490280862382
Aston Villa,Passes_Into_Final_Third,28,23.5,40.607142857142854,48.75664382892158
Aston Villa,Passes_Into_Penalty_Area,28,8.0,11.392857142857142,13.364794232150562
Aston Villa,Crosses_Into_Penalty_Area,28,0.0,2.0,3.9157800414902435
Aston Villa,SCA,28,21.0,30.321428571428573,31.179354008736556
Aston Villa,SCA90,28,1.81,2.067142857142857,1.3349819173219986
Aston Villa,GCA,28,2.5,3.642857142857143,4.191828786034631
Aston Villa,GCA90,28,0.18,0.21714285714285714,0.19181119464602264
Aston Villa,Tackles,28,10.5,22.75,21.945428951192817
Aston Villa,Tackles_Won,28,6.5,13.285714285714286,13.335714073167205
Aston Villa,Challenges,28,11.0,19.5,20.179747823553747
Aston Villa,Challenges_Lost,28,5.5,8.428571428571429,8.638537991138236
Aston Villa,Blocks,28,10.0,11.75,9.578622030334008
Aston Villa,Blocked_Shots,28,2.5,3.8214285714285716,4.455986995696924
Aston Villa,Blocked_Passes,28,6.0,7.928571428571429,6.688456453880053
Aston Villa,Interceptions,28,5.5,8.571428571428571,8.925322160088994
Aston Villa,Touches,28,684.5,774.9642857142857,609.6628990918674
Aston Villa,Touches_Def_Pen,28,31.5,94.5,206.91696312682927
Aston Villa,Touches_Def_3rd,28,138.0,260.75,321.40946827418804
Aston Villa,Touches_Mid_3rd,28,260.0,330.60714285714283,318.6424141498399
Aston Villa,Touches_Att_3rd,28,121.5,191.5,179.99907407169258
Aston Villa,Touches_Att_Pen,28,22.5,33.964285714285715,40.20178929393395
Aston Villa,Take_Ons_Attempted,28,18.0,25.928571428571427,31.343885423462638
Aston Villa,Take_Ons_Success_Pct,27,47.4,49.84074074074075,23.157774226434352
Aston Villa,Take_Ons_Tackled_Pct,27,40.0,39.68518518518518,21.741199876726494
Aston Villa,Carries,28,414.0,440.5,341.92835506871904
Aston Villa,Progressive_Carries_Distance,28,1173.0,1294.357142857143,1054.309787009552
Aston Villa,Carries_Into_Final_Third,28,13.5,16.0,14.129034985788294
Aston Villa,Carries_Into_Penalty_Area,28,2.0,7.571428571428571,10.938984215244835
Aston Villa,Miscontrols,28,9.5,18.142857142857142,23.72483350558492
Aston Villa,Dispossessed,28,8.0,13.785714285714286,16.663015473079433
Aston Villa,Passes_Received,28,506.5,515.1071428571429,409.72089319128
Aston Villa,Fouls_Committed,28,11.0,14.5,14.161763857498668
Aston Villa,Fouls_Drawn,28,10.0,17.821428571428573,18.893568514627702
Aston Villa,Offsides,28,1.0,1.9642857142857142,3.3052387469898714
Aston Villa,Crosses,28,4.5,21.571428571428573,35.11613385814073
Aston Villa,Ball_Recoveries,28,40.5,50.642857142857146,39.335418292871026
Aston Villa,Aerials_Won,28,10.0,13.5,13.20914385876244
Aston Villa,Aerials_Lost,28,9.5,15.107142857142858,16.056242090006926
Aston Villa,Aerials_Won_Pct,27,50.0,40.65555555555555,24.35759766689983
Bournemouth,Age,24,25.0,25.041666666666668,4.048393848629749
Bournemouth,Matches_Played,24,28.5,23.666666666666668,10.97691913166843
Bournemouth,Starts,24,19.5,17.375,12.873337798992013
Bournemouth,Minutes,24,1764.5,1558.25,1112.1033440405108
Bournemouth,Goals,24,1.0,2.375,3.70443330172869
Bournemouth,Assists,24,1.0,1.7083333333333333,2.01038968030247
Bournemouth,Yellow_Cards,24,3.0,4.041666666666667,3.209756413169706
Bournemouth,Red_Cards,24,0.0,0.125,0.3378319623460881
Bournemouth,xG,24,1.1,2.725,3.702320071663643
Bournemouth,xAG,24,1.05,1.8374999999999997,1.903729177852957
Bournemouth,Progressive_Carries,24,17.0,31.291666666666668,36.64456679184949
Bournemouth,Progressive_Passes,24,46.0,61.708333333333336,56.48815125213479
Bournemouth,Progressive_Passes_Received,24,27.5,61.125,77.58715295941607
Bournemouth,Goals_Per90,24,0.04,0.15583333333333335,0.21313226484706763
Bournemouth,Assists_Per90,24,0.05500000000000001,0.09375,0.10789739489944583
Bournemouth,xG_Per90,24,0.07500000000000001,0.2004166666666667,0.2262641620197347
Bournemouth,xAG_Per90,24,0.1,0.12916666666666668,0.1451510956889756
Bournemouth,GA90,3,1.0,1.0866666666666667,0.1501110699893027
Bournemouth,Save_Pct,3,80.0,79.5,5.367494760127851
Bournemouth,CS_Pct,3,20.0,15.266666666666666,13.535631988693153
Bournemouth,PK_Save_Pct,1,0.0,0.0,0.0
Bournemouth,SoT_Pct,21,29.8,25.966666666666665,16.16190995313776
Bournemouth,SoT_Per90,24,0.31,0.5770833333333333,0.6636950528581675
Bournemouth,Goals_Per_Shot,21,0.07,0.06523809523809525,0.062178697929359025
Bournemouth,Avg_Shot_Distance,21,16.3,15.70952380952381,4.312412870065291
Bournemouth,Passes_Completed,24,440.5,537.9166666666666,455.62579198157846
Bournemouth,Pass_Completion_Pct,24,75.55000000000001,74.47916666666667,6.579743563568327
Bournemouth,Progressive_Passing_Distance,24,2511.0,3597.6666666666665,3816.3804803785606
Bournemouth,Short_Pass_Pct,24,88.45,87.34583333333335,6.930648954285322
Bournemouth,Medium_Pass_Pct,24,79.55,81.0125,11.426906177203378
Bournemouth,Long_Pass_Pct,24,48.5,46.88333333333333,17.668804902048883
Bournemouth,Key_Passes,24,12.0,18.208333333333332,17.006339397711223
Bournemouth,Passes_Into_Final_Third,24,31.5,51.416666666666664,53.64854766595893
Bournemouth,Passes_Into_Penalty_Area,24,7.0,14.125,14.842103741662125
Bournemouth,Crosses_Into_Penalty_Area,24,2.0,4.416666666666667,6.296421804186238
Bournemouth,SCA,24,29.0,42.083333333333336,38.70278797582222
Bournemouth,SCA90,24,2.3600000000000003,2.6508333333333334,1.8855720309916488
Bournemouth,GCA,24,2.0,3.875,4.2253119257121385
Bournemouth,GCA90,24,0.185,0.20791666666666667,0.1994553271693486
Bournemouth,Tackles,24,23.5,28.625,24.590228706258245
Bournemouth,Tackles_Won,24,11.5,16.458333333333332,14.952036844426965
Bournemouth,Challenges,24,24.5,25.958333333333332,22.189851120582652
Bournemouth,Challenges_Lost,24,13.5,13.541666666666666,11.021635508188535
Bournemouth,Blocks,24,16.0,18.958333333333332,17.777560762564324
Bournemouth,Blocked_Shots,24,2.5,5.625,7.323651382010028
Bournemouth,Blocked_Passes,24,10.0,13.333333333333334,13.5539715555086
Bournemouth,Interceptions,24,9.5,14.5,16.178353761578546
Bournemouth,Touches,24,857.0,896.5,692.9225441374476
Bournemouth,Touches_Def_Pen,24,43.5,92.29166666666667,164.8149104606283
Bournemouth,Touches_Def_3rd,24,147.0,267.4583333333333,306.33371674448887
Bournemouth,Touches_Mid_3rd,24,286.5,385.9583333333333,354.71047338292146
Bournemouth,Touches_Att_3rd,24,144.5,254.20833333333334,260.389671064544
Bournemouth,Touches_Att_Pen,24,19.0,41.833333333333336,51.43562178496336
Bournemouth,Take_Ons_Attempted,24,17.0,27.916666666666668,34.08036112620806
Bournemouth,Take_Ons_Success_Pct,22,42.25,42.99090909090909,20.91162604619985
Bournemouth,Take_Ons_Tackled_Pct,22,44.8,44.82727272727273,21.83078171534474
Bournemouth,Carries,24,429.0,486.375,382.13175652885235
Bournemouth,Progressive_Carries_Distance,24,1281.0,1524.4583333333333,1421.9807672877407
Bournemouth,Carries_Into_Final_Third,24,18.0,22.25,21.97874467278112
Bournemouth,Carries_Into_Penalty_Area,24,2.0,9.458333333333334,16.29878407485787
Bournemouth,Miscontrols,24,18.5,24.791666666666668,22.608153909340004
Bournemouth,Dispossessed,24,7.5,14.583333333333334,18.079334026467336
Bournemouth,Passes_Received,24,444.5,533.0416666666666,417.1065424488367
Bournemouth,Fouls_Committed,24,18.0,21.875,19.552187690339434
Bournemouth,Fouls_Drawn,24,10.0,16.5,15.33963323636152
Bournemouth,Offsides,24,0.5,2.9166666666666665,5.452695118743667
Bournemouth,Crosses,24,10.0,34.541666666666664,44.66199548362915
Bournemouth,Ball_Recoveries,24,61.5,75.5,60.587701435335795
Bournemouth,Aerials_Won,24,17.0,23.833333333333332,22.6785987349243
Bournemouth,Aerials_Lost,24,20.0,25.208333333333332,21.707500540369566
Bournemouth,Aerials_Won_Pct,23,48.3,49.23913043478261,19.02858469705833
Brentford,Age,22,24.0,25.09090909090909,3.8285778897664677
Brentford,Matches_Played,22,27.5,24.545454545454547,12.666894506950644
Brentford,Starts,22,19.0,19.0,14.664502004760307
Brentford,Minutes,22,1681.5,1702.3636363636363,1238.9361621378293
Brentford,Goals,22,0.0,2.9545454545454546,5.907842025866755
Brentford,Assists,22,1.5,2.0,2.5634797778466227
Brentford,Yellow_Cards,22,2.0,2.8181818181818183,2.301890809465405
Brentford,Red_Cards,22,0.0,0.045454545454545456,0.2132007163556105
Brentford,xG,22,0.9,2.75,4.630103362005771
Brentford,xAG,22,1.2,1.9500000000000002,2.33681712714416
Brentford,Progressive_Carries,22,13.0,27.09090909090909,35.32692092429429
Brentford,Progressive_Passes,22,53.5,61.40909090909091,59.98385424897913
Brentford,Progressive_Passes_Received,22,27.5,60.72727272727273,84.37906636024623
Brentford,Goals_Per90,22,0.0,0.10818181818181817,0.19007858935153674
Brentford,Assists_Per90,22,0.08,0.08636363636363636,0.09052994529806696
Brentford,xG_Per90,22,0.065,0.11772727272727274,0.15961059214707876
Brentford,xAG_Per90,22,0.08,0.09363636363636364,0.08086116582469077
Brentford,GA90,2,1.375,1.375,0.19091883092036785
Brentford,Save_Pct,2,61.7,61.7,16.546298679765215
Brentford,CS_Pct,2,59.45,59.45,57.346359954229
Brentford,PK_Save_Pct,1,0.0,0.0,0.0
Brentford,SoT_Pct,18,34.3,30.77777777777778,17.911696985179514
Brentford,SoT_Per90,22,0.16,0.30454545454545456,0.38837545987806416
Brentford,Goals_Per_Shot,18,0.05,0.07722222222222222,0.08511622196637998
Brentford,Avg_Shot_Distance,18,15.350000000000001,15.783333333333331,4.335252214659014
Brentford,Passes_Completed,22,477.0,604.2272727272727,484.80756435814243
Brentford,Pass_Completion_Pct,22,76.8,76.54545454545456,7.899832865786422
Brentford,Progressive_Passing_Distance,22,2572.0,4224.0,5490.195330031962
Brentford,Short_Pass_Pct,22,87.75,86.46363636363637,8.102236343518605
Brentford,Medium_Pass_Pct,22,80.75,82.39090909090909,9.451777816691624
Brentford,Long_Pass_Pct,22,52.75,52.01363636363636,17.16150996394036
Brentford,Key_Passes,22,8.5,15.0,18.598515045690124
Brentford,Passes_Into_Final_Third,22,44.0,50.0,44.26973598079758
Brentford,Passes_Into_Penalty_Area,22,7.0,14.727272727272727,20.12622505749489
Brentford,Crosses_Into_Penalty_Area,22,2.0,4.136363636363637,5.938538015895307
Brentford,SCA,22,21.5,35.45454545454545,38.086027024953054
Brentford,SCA90,22,1.78,1.8872727272727274,1.1355308463579064
Brentford,GCA,22,2.0,5.136363636363637,6.1898184798791
Brentford,GCA90,22,0.20500000000000002,0.28454545454545455,0.2661314976209581
Brentford,Tackles,22,24.0,28.40909090909091,23.98344486735856
Brentford,Tackles_Won,22,15.0,16.954545454545453,13.761496571186866
Brentford,Challenges,22,25.5,26.90909090909091,23.32362197411333
Brentford,Challenges_Lost,22,10.5,12.772727272727273,11.807712645643013
Brentford,Blocks,22,18.0,21.727272727272727,20.19472306883261
Brentford,Blocked_Shots,22,4.0,9.045454545454545,13.88550896825029
Brentford,Blocked_Passes,22,12.0,12.681818181818182,10.580243779873811
Brentford,Interceptions,22,8.0,12.954545454545455,12.981588694056095
Brentford,Touches,22,904.0,971.8636363636364,731.4695772376609
Brentford,Touches_Def_Pen,22,51.0,149.0,305.9354117954902
Brentford,Touches_Def_3rd,22,240.0,377.04545454545456,447.0305707318362
Brentford,Touches_Mid_3rd,22,318.0,363.90909090909093,304.9255817238206
Brentford,Touches_Att_3rd,22,168.5,240.0909090909091,256.18332518705444
Brentford,Touches_Att_Pen,22,23.0,44.81818181818182,52.521774499123666
Brentford,Take_Ons_Attempted,22,14.0,28.40909090909091,36.06694713064408
Brentford,Take_Ons_Success_Pct,20,47.45,44.97500000000001,21.04678685315422
Brentford,Take_Ons_Tackled_Pct,20,42.599999999999994,44.86,15.89254707816148
Brentford,Carries,22,477.0,516.7272727272727,399.24430780665784
Brentford,Progressive_Carries_Distance,22,1229.0,1435.0454545454545,1254.3621591896522
Brentford,Carries_Into_Final_Third,22,11.5,17.227272727272727,20.79590577420702
Brentford,Carries_Into_Penalty_Area,22,1.0,9.590909090909092,18.972810347113377
Brentford,Miscontrols,22,14.0,24.681818181818183,28.812011985143183
Brentford,Dispossessed,22,7.5,13.409090909090908,15.060699695720492
Brentford,Passes_Received,22,571.0,595.0,452.0076906214676
Brentford,Fouls_Committed,22,10.5,14.272727272727273,12.111316306825723
Brentford,Fouls_Drawn,22,10.0,15.363636363636363,15.493609910280693
Brentford,Offsides,22,1.0,2.8636363636363638,4.400167253806594
Brentford,Crosses,22,12.0,30.636363636363637,50.200119004360424
Brentford,Ball_Recoveries,22,49.0,74.4090909090909,61.134246571754716
Brentford,Aerials_Won,22,11.0,28.136363636363637,33.81081181620748
Brentford,Aerials_Lost,22,12.5,25.363636363636363,27.163605649130456
Brentford,Aerials_Won_Pct,22,54.5,54.66363636363636,19.66249864116595
Brighton,Age,28,23.0,24.75,5.13250354043644
Brighton,Matches_Played,28,23.0,21.214285714285715,10.83327228310026
Brighton,Starts,28,11.5,14.928571428571429,10.721831557978886
Brighton,Minutes,28,1056.0,1339.642857142857,946.3533994305492
Brighton,Goals,28,1.0,2.2857142857142856,3.1723007523707563
Brighton,Assists,28,1.0,1.4642857142857142,1.710147120748146
Brighton,Yellow_Cards,28,2.0,2.7857142857142856,2.6297041497750113
Brighton,Red_Cards,28,0.0,0.10714285714285714,0.314970394174356
Brighton,xG,28,0.95,2.125,2.807875828213681
Brighton,xAG,28,1.05,1.4392857142857143,1.4722970930348027
Brighton,Progressive_Carries,28,20.5,29.071428571428573,32.50860691893031
Brighton,Progressive_Passes,28,47.5,54.607142857142854,52.604984474233916
Brighton,Progressive_Passes_Received,28,28.0,54.142857142857146,68.04231487652822
Brighton,Goals_Per90,28,0.095,0.1375,0.14584682477276045
Brighton,Assists_Per90,28,0.03,0.09214285714285712,0.12482156576659051
Brighton,xG_Per90,28,0.1,0.1357142857142857,0.12154647248499223
Brighton,xAG_Per90,28,0.08,0.10321428571428572,0.08009501632568435
Brighton,GA90,2,1.0550000000000002,1.0550000000000002,0.7848885271170678
Brighton,Save_Pct,2,70.35,70.35,6.5760930650348906
Brighton,CS_Pct,2,34.7,34.7,21.637467504308354
Brighton,PK_Save_Pct,1,0.0,0.0,0.0
Brighton,SoT_Pct,26,28.6,28.596153846153847,16.049111645676362
Brighton,SoT_Per90,28,0.36,0.4764285714285714,0.6453664723224191
Brighton,Goals_Per_Shot,26,0.07,0.09192307692307691,0.09269387167528308
Brighton,Avg_Shot_Distance,26,16.95,17.292307692307695,4.095160370673957
Brighton,Passes_Completed,28,382.5,563.0357142857143,517.0234239369344
Brighton,Pass_Completion_Pct,28,80.8,79.43928571428572,8.220585690845216
Brighton,Progressive_Passing_Distance,28,1661.0,3239.1785714285716,4173.804801675178
Brighton,Short_Pass_Pct,28,90.05000000000001,89.51071428571427,5.984135773224148
Brighton,Medium_Pass_Pct,28,82.1,81.45357142857142,10.571011449657174
Brighton,Long_Pass_Pct,28,54.900000000000006,54.27142857142856,14.865143348534746
Brighton,Key_Passes,28,11.5,13.357142857142858,11.015861579976681
Brighton,Passes_Into_Final_Third,28,25.0,42.285714285714285,51.77719871602082
Brighton,Passes_Into_Penalty_Area,28,9.0,12.071428571428571,11.459844777659178
Brighton,Crosses_Into_Penalty_Area,28,1.5,3.0714285714285716,3.867514958946114
Brighton,SCA,28,27.5,33.142857142857146,25.18776052814701
Brighton,SCA90,28,2.775,2.5100000000000002,1.2488216668346026
Brighton,GCA,28,3.5,4.035714285714286,3.4262834076325315
Brighton,GCA90,28,0.29000000000000004,0.30642857142857144,0.28162510259687157
Brighton,Tackles,28,17.0,25.107142857142858,22.291568387262956
Brighton,Tackles_Won,28,11.5,15.357142857142858,13.638763617567136
Brighton,Challenges,28,19.5,24.928571428571427,20.603718778735736
Brighton,Challenges_Lost,28,9.5,12.464285714285714,9.601242754657463
Brighton,Blocks,28,14.0,15.642857142857142,13.073054803861332
Brighton,Blocked_Shots,28,2.5,4.357142857142857,5.7684601303235405
Brighton,Blocked_Passes,28,10.0,11.285714285714286,10.416714285605444
Brighton,Interceptions,28,8.5,11.25,11.144256118936088
Brighton,Touches,28,771.0,842.7857142857143,663.8202209290447
Brighton,Touches_Def_Pen,28,25.0,92.71428571428571,210.92421969756452
Brighton,Touches_Def_3rd,28,124.5,267.32142857142856,349.09417742064204
Brighton,Touches_Mid_3rd,28,239.0,365.9642857142857,350.58485337787965
Brighton,Touches_Att_3rd,28,179.0,219.14285714285714,191.95325709675495
Brighton,Touches_Att_Pen,28,20.5,38.607142857142854,45.50729635084929
Brighton,Take_Ons_Attempted,28,14.0,28.428571428571427,33.50116479061649
Brighton,Take_Ons_Success_Pct,27,43.3,46.129629629629626,21.705029810813876
Brighton,Take_Ons_Tackled_Pct,27,46.7,45.72222222222223,20.906795607268524
Brighton,Carries,28,462.0,495.35714285714283,414.4582554403344
Brighton,Progressive_Carries_Distance,28,1244.5,1484.5357142857142,1512.4196576676302
Brighton,Carries_Into_Final_Third,28,19.0,20.464285714285715,19.984219965238765
Brighton,Carries_Into_Penalty_Area,28,3.0,9.357142857142858,16.704876834413056
Brighton,Miscontrols,28,13.0,20.785714285714285,20.157449028157092
Brighton,Dispossessed,28,7.0,12.285714285714286,13.176458083227361
Brighton,Passes_Received,28,522.0,556.4642857142857,453.20761999926344
Brighton,Fouls_Committed,28,12.0,15.642857142857142,13.075887579007246
Brighton,Fouls_Drawn,28,10.0,14.678571428571429,15.011239175607775
Brighton,Offsides,28,1.0,1.6428571428571428,2.0223617604046735
Brighton,Crosses,28,12.5,25.071428571428573,30.135408693808305
Brighton,Ball_Recoveries,28,46.5,57.857142857142854,47.98743221713004
Brighton,Aerials_Won,28,13.0,18.428571428571427,19.360954543786338
Brighton,Aerials_Lost,28,11.5,16.464285714285715,15.159600656464933
Brighton,Aerials_Won_Pct,27,53.8,49.944444444444436,20.247817229620146
Chelsea,Age,26,23.0,23.0,2.2978250586152114
